playlist_position,video_id,published_at,privacy_status,title_family,is_target_default,normalized_timestamp,old_title,old_description,current_hero,current_boss,current_series,mode,hero_name,boss_name,series_name,verification_status,verification_reason,stt_confidence,stt_raw,final_title,final_description,needs_review,apply,review_notes,pair_score
124,gBU-8P7vyeA,2026-03-30T02:37:51Z,public,default_timestamp,TRUE,2026-03-21 19:17:57,Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57,"Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Ha ha ha ha! Pardon, sir. I'm sorry, but something's come up. You'll have to excuse me. Have an excellent time now. Ha ha ha ha!",Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57,"Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 17 57 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
125,lYxWQO8Bd0A,2026-03-30T02:38:12Z,public,default_timestamp,TRUE,2026-03-21 19:23:46,Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46,"Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"My game, versus Jindo! But the game, Jindo's more stupid. Now, it's wrong. I mean me of all people!",Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46,"Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 23 46 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
126,7zk0bajpdQQ,2026-03-30T02:38:36Z,public,default_timestamp,TRUE,2026-03-21 19:28:15,Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15,"Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Alright, we'll take you. With an attack range like that, we have nothing to fear. Sand creation magic. Sand armor, guard.",Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15,"Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 28 15 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
127,D--J8h31q50,2026-03-30T02:39:05Z,public,default_timestamp,TRUE,2026-03-24 13:56:25,Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25,"Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,It's so cool! Now's your chance to finish him while the other captains keep the rest of them busy. Hmm. He's glowing! What the... No! When that...,Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25,"Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 24T13 56 25 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
128,i4VHiX8sogQ,2026-03-30T02:39:30Z,public,default_timestamp,TRUE,2026-03-21 19:34:10,Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10,"Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,How can I ever accept an insect who crawls upon the ground?,Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10,"Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 34 10 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
129,2AUEcilBfW4,2026-03-30T02:39:56Z,public,default_timestamp,TRUE,2026-03-21 19:40:07,Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Still their eagles take the central district where the enemy is strongest. Very well. Blue Rose Knights, you had east. As low as I am to take a man's orders, we must. I'm ready whenever you are, Shar. Call me Captain Soul. Golden D-",Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07,"Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 40 07 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
130,fm92ULm5VYM,2026-03-30T02:44:37Z,public,default_timestamp,TRUE,2026-03-21 19:59:58,Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58,"Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,And until your flood runs dry! Yeah! Yeah! There he is! I have to help him.,Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58,"Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T19 59 58 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
131,2u4Fa1JR5r0,2026-03-30T02:44:58Z,public,default_timestamp,TRUE,2026-03-22 12:00:42,Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42,"Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,That's it! Zulgen! I gonna bury you! I rule and over for nobody!,Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42,"Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 00 42 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
132,vma12he1qKE,2026-03-30T02:45:37Z,public,default_timestamp,TRUE,2026-03-22 12:04:08,Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08,"Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Rekar vs. Loji! Live wild for dying lost. It's time to shine.,Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08,"Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T12 04 08 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
133,hka1eYMZBMQ,2026-03-30T02:45:56Z,public,default_timestamp,TRUE,2026-03-21 20:16:50,Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50,"Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"It was necessary, I'm sorry. I thought it a pity for a magic knight of your caliber to die here. Forgive me.",Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50,"Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 16 50 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
134,MAXwBWlbsH4,2026-03-30T02:46:42Z,public,default_timestamp,TRUE,2026-03-21 20:25:02,Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02,"Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Sir! That quickly, he zeroed in on the enemy's weakness and managed to reassure his allies? So... That's what it means to be a Magic Knight squad captain. Man, he's awesome! No, it can't be...",Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02,"Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 21T20 25 02 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
135,ki3GzaYDRkg,2026-03-30T02:48:23Z,public,default_timestamp,TRUE,2026-03-22 11:01:29,Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29,"Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"This teasing the guy, I didn't think he'd actually try to kill me for it. Later, Little Rasta. Okay, that's security! Even bigger jerk now! You wanna go? Let's do it! I'm ready when you walk it down here and fight me!",Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29,"Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 01 29 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
136,6-9vlgibN5Q,2026-03-30T02:49:42Z,public,default_timestamp,TRUE,2026-03-22 11:04:31,Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31,"Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,But what if Captain Fuegolyon never wakes up? Hm? Fuegolyon? Are you kidding me? You worried about him? Come on. That flame throwing stiff necked royalist to stubborn to die that easily. It probably just wake up even stronger than he was before.,Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31,"Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 04 31 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
137,S15OKUUVigo,2026-03-30T02:50:24Z,public,default_timestamp,TRUE,2026-03-22 11:21:50,Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50,"Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Hey you there! Get me another drink! That's what! Who's that? I'm gonna smash you! I'm gonna smash you! I'm rolling over the wall, but... So that's the magic you used to cut hair? Cool! Yep, this is it! Here, see? Wow! It just...",Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50,"Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 21 50 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
138,lzGa44tOiMU,2026-03-30T02:50:56Z,public,default_timestamp,TRUE,2026-03-22 11:27:01,Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01,"Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Did you do to my table? We gotta go! Quick! Come back! I just remembered there's somewhere I need to be. Huh? Game!,Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01,"Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 27 01 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
139,ZI8uWGSk_Cc,2026-03-30T02:51:49Z,public,default_timestamp,TRUE,2026-03-22 11:37:39,Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39,"Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 37 39 boss fight",,,,other_adventures,Rikkar,High Priest Thekal,Adventure Mode,needs_update,trusted_matchup_differs_from_current_title|confidence=low|pair_score=5,low,"Rikar vs Talonji! I will fight if I must, and I will triumph. It's time to shine!",Rikkar vs High Priest Thekal – Adventure Mode | Hearthstone | Adventure Mode,"Hearthstone Adventure Mode gameplay from Adventure Mode.

Featuring the Rikkar vs High Priest Thekal encounter.

Part of the Hearthstone adventure playlist.",TRUE,FALSE,good_candidate_manual_ok,5
140,gFUQxT3oVc0,2026-03-30T02:52:29Z,public,default_timestamp,TRUE,2026-03-22 11:49:19,Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19,"Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,"Rekar vs Zentivo! Go, Todd. I can do this.",Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19,"Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 49 19 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
141,z8LTFpZ-OsU,2026-03-30T02:52:58Z,public,default_timestamp,TRUE,2026-03-22 11:55:38,Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38,"Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 boss fight",,,,,,,Adventure Mode,uncertain,insufficient_match_data|confidence=none|pair_score=0|transcript=|metadata=,none,Recar versus the call! Who feels the king of the ring for the Dark Spear?,Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38,"Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 – Book of Heroes | Hearthstone | Adventure Mode [Heroes of Warcraft]
Solo PvE gameplay from Hearthstone's Book of Heroes adventure, featuring the Hearthstone  Heroes of Warcraft   2026 03 22T11 55 38 boss fight",TRUE,FALSE,risky_inference_do_not_auto_apply,0
